time,power_mW,current_mA,voltage,led1,led2
2026-02-03T08:37:11.400079+00:00,2022.84,561.9,3.6,True,True
2026-02-03T08:37:21.380577+00:00,2405.68,660.9,3.64,True,True
2026-02-03T08:37:21.390810+00:00,2405.68,660.9,3.64,True,True
2026-02-03T08:37:31.385003+00:00,2398.13,649.9,3.69,True,True
2026-02-03T08:37:31.394614+00:00,2398.13,649.9,3.69,True,True
2026-02-03T08:37:41.381139+00:00,2280.89,624.9,3.65,True,True
2026-02-03T08:37:41.391809+00:00,2280.89,624.9,3.65,True,True
2026-02-03T08:37:51.381178+00:00,2303.31,625.9,3.68,True,True
2026-02-03T08:37:51.392165+00:00,2303.31,625.9,3.68,True,True
2026-02-03T08:38:01.381304+00:00,2382.24,659.9,3.61,True,True
2026-02-03T08:38:01.391892+00:00,2382.24,659.9,3.61,True,True
2026-02-03T08:38:11.381476+00:00,2328.02,630.9,3.69,True,True
2026-02-03T08:38:11.391670+00:00,2328.02,630.9,3.69,True,True
2026-02-03T08:38:21.381731+00:00,2469.24,685.9,3.6,True,True
2026-02-03T08:38:21.392319+00:00,2469.24,685.9,3.6,True,True
2026-02-03T08:38:31.384244+00:00,2172.72,596.9,3.64,True,True
2026-02-03T08:38:31.393660+00:00,2172.72,596.9,3.64,True,True
2026-02-03T08:38:41.381311+00:00,2418.84,671.9,3.6,True,True
2026-02-03T08:38:41.392064+00:00,2418.84,671.9,3.6,True,True
2026-02-03T08:38:51.380475+00:00,2208.97,601.9,3.67,True,True
2026-02-03T08:38:51.391075+00:00,2208.97,601.9,3.67,True,True
2026-02-03T08:39:01.388798+00:00,2093.55,568.9,3.68,True,True
2026-02-03T08:39:01.439318+00:00,2093.55,568.9,3.68,True,True
2026-02-03T08:39:11.393200+00:00,2308.06,628.9,3.67,True,True
2026-02-03T08:39:11.405877+00:00,2308.06,628.9,3.67,True,True
2026-02-03T08:39:21.381030+00:00,2171.39,594.9,3.65,True,True
2026-02-03T08:39:21.392061+00:00,2171.39,594.9,3.65,True,True
2026-02-03T08:39:31.389847+00:00,2159.49,594.9,3.63,True,True
2026-02-03T08:39:31.400475+00:00,2159.49,594.9,3.63,True,True
2026-02-03T08:39:31.451774+00:00,2159.49,594.9,3.63,True,True
2026-02-03T08:39:41.402230+00:00,2444.51,667.9,3.66,True,True
2026-02-03T08:39:41.412844+00:00,2444.51,667.9,3.66,True,True
2026-02-03T08:39:41.463464+00:00,2444.51,667.9,3.66,True,True
2026-02-03T08:39:51.386028+00:00,2145.07,582.9,3.68,True,True
2026-02-03T08:39:51.397372+00:00,2145.07,582.9,3.68,True,True
2026-02-03T08:39:51.448160+00:00,2145.07,582.9,3.68,True,True
2026-02-03T08:40:01.390063+00:00,2443.61,676.9,3.61,True,True
2026-02-03T08:40:01.401232+00:00,2443.61,676.9,3.61,True,True
2026-02-03T08:40:01.452039+00:00,2443.61,676.9,3.61,True,True
2026-02-03T08:40:11.386504+00:00,2471.2,678.9,3.64,True,True
2026-02-03T08:40:11.399319+00:00,2471.2,678.9,3.64,True,True
2026-02-03T08:40:11.450044+00:00,2471.2,678.9,3.64,True,True
2026-02-03T08:40:21.391282+00:00,2110.84,579.9,3.64,True,True
2026-02-03T08:40:21.401459+00:00,2110.84,579.9,3.64,True,True
2026-02-03T08:40:21.452212+00:00,2110.84,579.9,3.64,True,True
2026-02-03T08:40:31.387428+00:00,1933.19,523.9,3.69,True,True
2026-02-03T08:40:31.397438+00:00,1933.19,523.9,3.69,True,True
2026-02-03T08:40:31.447872+00:00,1933.19,523.9,3.69,True,True
2026-02-03T08:40:41.395437+00:00,2536.72,696.9,3.64,True,True
2026-02-03T08:40:41.405703+00:00,2536.72,696.9,3.64,True,True
2026-02-03T08:40:41.456212+00:00,2536.72,696.9,3.64,True,True
2026-02-03T08:40:51.391353+00:00,1926.84,527.9,3.65,True,True
2026-02-03T08:40:51.402727+00:00,1926.84,527.9,3.65,True,True
2026-02-03T08:40:51.453570+00:00,1926.84,527.9,3.65,True,True
2026-02-03T08:41:01.399667+00:00,2119.56,583.9,3.63,True,True
2026-02-03T08:41:01.409688+00:00,2119.56,583.9,3.63,True,True
2026-02-03T08:41:01.460552+00:00,2119.56,583.9,3.63,True,True
2026-02-03T08:41:11.387887+00:00,2003.45,545.9,3.67,True,True
2026-02-03T08:41:11.400253+00:00,2003.45,545.9,3.67,True,True
2026-02-03T08:41:11.451247+00:00,2003.45,545.9,3.67,True,True
2026-02-03T08:41:21.388542+00:00,2102.93,569.9,3.69,True,True
2026-02-03T08:41:21.399487+00:00,2102.93,569.9,3.69,True,True
2026-02-03T08:41:21.450316+00:00,2102.93,569.9,3.69,True,True
2026-02-03T08:41:31.388446+00:00,2475.62,670.9,3.69,True,True
2026-02-03T08:41:31.399324+00:00,2475.62,670.9,3.69,True,True
2026-02-03T08:41:31.450409+00:00,2475.62,670.9,3.69,True,True
2026-02-03T08:41:41.388577+00:00,2064.56,571.9,3.61,True,True
2026-02-03T08:41:41.400541+00:00,2064.56,571.9,3.61,True,True
2026-02-03T08:41:41.451268+00:00,2064.56,571.9,3.61,True,True
2026-02-03T08:41:51.388655+00:00,1869.62,517.9,3.61,True,True
2026-02-03T08:41:51.400982+00:00,1869.62,517.9,3.61,True,True
2026-02-03T08:41:51.451760+00:00,1869.62,517.9,3.61,True,True
2026-02-03T08:42:01.408574+00:00,2136.76,591.9,3.61,True,True
2026-02-03T08:42:01.422523+00:00,2136.76,591.9,3.61,True,True
2026-02-03T08:42:01.473476+00:00,2136.76,591.9,3.61,True,True
2026-02-03T08:42:11.389051+00:00,2195.79,604.9,3.63,True,True
2026-02-03T08:42:11.401543+00:00,2195.79,604.9,3.63,True,True
2026-02-03T08:42:11.452153+00:00,2195.79,604.9,3.63,True,True
2026-02-03T08:42:21.389414+00:00,2311.04,634.9,3.64,True,True
2026-02-03T08:42:21.401062+00:00,2311.04,634.9,3.64,True,True
2026-02-03T08:42:21.451882+00:00,2311.04,634.9,3.64,True,True
2026-02-03T08:42:31.396882+00:00,2106.62,570.9,3.69,True,True
2026-02-03T08:42:31.406484+00:00,2106.62,570.9,3.69,True,True
2026-02-03T08:42:31.457381+00:00,2106.62,570.9,3.69,True,True
2026-02-03T08:42:41.393506+00:00,2113.55,575.9,3.67,True,True
2026-02-03T08:42:41.404628+00:00,2113.55,575.9,3.67,True,True
2026-02-03T08:42:41.455063+00:00,2113.55,575.9,3.67,True,True
2026-02-03T08:42:51.404585+00:00,2132.68,585.9,3.64,True,True
2026-02-03T08:42:51.415404+00:00,2132.68,585.9,3.64,True,True
2026-02-03T08:42:51.466178+00:00,2132.68,585.9,3.64,True,True
2026-02-03T08:43:01.392704+00:00,2141.34,589.9,3.63,True,True
2026-02-03T08:43:01.404949+00:00,2141.34,589.9,3.63,True,True
2026-02-03T08:43:01.455679+00:00,2141.34,589.9,3.63,True,True
2026-02-03T08:43:11.391331+00:00,2150.9,582.9,3.69,True,True
2026-02-03T08:43:11.406408+00:00,2150.9,582.9,3.69,True,True
2026-02-03T08:43:11.457241+00:00,2150.9,582.9,3.69,True,True
2026-02-03T08:43:21.396252+00:00,2219.98,604.9,3.67,True,True
2026-02-03T08:43:21.407362+00:00,2219.98,604.9,3.67,True,True
2026-02-03T08:43:21.458096+00:00,2219.98,604.9,3.67,True,True
2026-02-03T08:43:31.392390+00:00,2102.04,575.9,3.65,True,True
2026-02-03T08:43:31.403292+00:00,2102.04,575.9,3.65,True,True
2026-02-03T08:43:31.454007+00:00,2102.04,575.9,3.65,True,True
2026-02-03T08:43:41.400264+00:00,2248.11,610.9,3.68,True,True
2026-02-03T08:43:41.411276+00:00,2248.11,610.9,3.68,True,True
2026-02-03T08:43:41.462184+00:00,2248.11,610.9,3.68,True,True
2026-02-03T08:43:51.392357+00:00,2202.56,596.9,3.69,True,True
2026-02-03T08:43:51.402680+00:00,2202.56,596.9,3.69,True,True
2026-02-03T08:43:51.453570+00:00,2202.56,596.9,3.69,True,True
2026-02-03T08:44:01.392806+00:00,1997.88,551.9,3.62,True,True
2026-02-03T08:44:01.405494+00:00,1997.88,551.9,3.62,True,True
2026-02-03T08:44:01.456054+00:00,1997.88,551.9,3.62,True,True
2026-02-03T08:44:11.393502+00:00,2359.44,642.9,3.67,True,True
2026-02-03T08:44:11.405995+00:00,2359.44,642.9,3.67,True,True
2026-02-03T08:44:11.456845+00:00,2359.44,642.9,3.67,True,True
2026-02-03T08:44:21.393002+00:00,2188.53,602.9,3.63,True,True
2026-02-03T08:44:21.404111+00:00,2188.53,602.9,3.63,True,True
2026-02-03T08:44:21.454796+00:00,2188.53,602.9,3.63,True,True
2026-02-03T08:44:31.393137+00:00,2055.24,570.9,3.6,True,True
2026-02-03T08:44:31.403553+00:00,2055.24,570.9,3.6,True,True
2026-02-03T08:44:31.504686+00:00,2055.24,570.9,3.6,True,True
2026-02-03T08:44:41.394384+00:00,2347.47,637.9,3.68,True,True
2026-02-03T08:44:41.405123+00:00,2347.47,637.9,3.68,True,True
2026-02-03T08:44:41.455807+00:00,2347.47,637.9,3.68,True,True
2026-02-03T08:44:51.394756+00:00,2199.29,600.9,3.66,True,True
2026-02-03T08:44:51.405892+00:00,2199.29,600.9,3.66,True,True
2026-02-03T08:44:51.456789+00:00,2199.29,600.9,3.66,True,True
2026-02-03T08:45:01.394053+00:00,2378.63,658.9,3.61,True,True
2026-02-03T08:45:01.404806+00:00,2378.63,658.9,3.61,True,True
2026-02-03T08:45:11.406002+00:00,2190.91,606.9,3.61,True,True
2026-02-03T08:45:11.417311+00:00,2190.91,606.9,3.61,True,True
2026-02-03T08:45:21.426037+00:00,2335.4,632.9,3.69,True,True
2026-02-03T08:45:21.437208+00:00,2335.4,632.9,3.69,True,True
2026-02-03T08:45:31.402913+00:00,2026.44,562.9,3.6,True,True
2026-02-03T08:45:31.413255+00:00,2026.44,562.9,3.6,True,True
2026-02-03T08:45:41.398538+00:00,2043.64,559.9,3.65,True,True
2026-02-03T08:45:41.409080+00:00,2043.64,559.9,3.65,True,True
2026-02-03T08:45:51.399142+00:00,2080.44,577.9,3.6,True,True
2026-02-03T08:45:51.408854+00:00,2080.44,577.9,3.6,True,True
2026-02-03T08:46:01.403539+00:00,2288.19,626.9,3.65,True,True
2026-02-03T08:46:01.413902+00:00,2288.19,626.9,3.65,True,True
2026-02-03T08:46:11.398954+00:00,2222.35,603.9,3.68,True,True
2026-02-03T08:46:11.411082+00:00,2222.35,603.9,3.68,True,True
2026-02-03T08:46:21.399497+00:00,2338.92,647.9,3.61,True,True
2026-02-03T08:46:21.410215+00:00,2338.92,647.9,3.61,True,True
2026-02-03T08:46:31.403397+00:00,1968.88,540.9,3.64,True,True
2026-02-03T08:46:31.414253+00:00,1968.88,540.9,3.64,True,True
2026-02-03T08:46:41.399973+00:00,2468.91,670.9,3.68,True,True
2026-02-03T08:46:41.410973+00:00,2468.91,670.9,3.68,True,True
2026-02-03T08:46:51.404028+00:00,2368.49,648.9,3.65,True,True
2026-02-03T08:46:51.415193+00:00,2368.49,648.9,3.65,True,True
2026-02-03T08:47:01.400719+00:00,2338.92,647.9,3.61,True,True
2026-02-03T08:47:01.411283+00:00,2338.92,647.9,3.61,True,True
2026-02-03T08:47:11.400526+00:00,2190.91,606.9,3.61,True,True
2026-02-03T08:47:11.413475+00:00,2190.91,606.9,3.61,True,True
2026-02-03T08:47:21.401265+00:00,2094.15,576.9,3.63,True,True
2026-02-03T08:47:21.416624+00:00,2094.15,576.9,3.63,True,True
2026-02-03T08:47:31.400110+00:00,2159.64,599.9,3.6,True,True
2026-02-03T08:47:31.410235+00:00,2159.64,599.9,3.6,True,True
2026-02-03T08:47:41.401072+00:00,2417.22,665.9,3.63,True,True
2026-02-03T08:47:41.410871+00:00,2417.22,665.9,3.63,True,True
2026-02-03T08:47:51.401602+00:00,2390.04,663.9,3.6,True,True
2026-02-03T08:47:51.411893+00:00,2390.04,663.9,3.6,True,True
2026-02-03T08:48:01.401973+00:00,2351.88,647.9,3.63,True,True
2026-02-03T08:48:01.412201+00:00,2351.88,647.9,3.63,True,True
2026-02-03T08:48:11.402277+00:00,2295.49,628.9,3.65,True,True
2026-02-03T08:48:11.414214+00:00,2295.49,628.9,3.65,True,True
2026-02-03T08:48:21.406691+00:00,2415.94,661.9,3.65,True,True
2026-02-03T08:48:21.416712+00:00,2415.94,661.9,3.65,True,True
2026-02-03T08:48:31.402796+00:00,2297.05,625.9,3.67,True,True
2026-02-03T08:48:31.413314+00:00,2297.05,625.9,3.67,True,True
2026-02-03T08:48:41.406596+00:00,1914.28,525.9,3.64,True,True
2026-02-03T08:48:41.416256+00:00,1914.28,525.9,3.64,True,True
2026-02-03T08:48:51.403159+00:00,2484.77,678.9,3.66,True,True
2026-02-03T08:48:51.413382+00:00,2484.77,678.9,3.66,True,True
2026-02-03T08:49:01.411044+00:00,2196.59,596.9,3.68,True,True
2026-02-03T08:49:01.421280+00:00,2196.59,596.9,3.68,True,True
2026-02-03T08:49:11.403703+00:00,2098.87,571.9,3.67,True,True
2026-02-03T08:49:11.413594+00:00,2098.87,571.9,3.67,True,True
2026-02-03T08:49:21.415316+00:00,2147.24,589.9,3.64,True,True
2026-02-03T08:49:21.425390+00:00,2147.24,589.9,3.64,True,True
2026-02-03T08:49:31.411745+00:00,2306.99,626.9,3.68,True,True
2026-02-03T08:49:31.421594+00:00,2306.99,626.9,3.68,True,True
2026-02-03T08:49:41.403619+00:00,2394.04,655.9,3.65,True,True
2026-02-03T08:49:41.413637+00:00,2394.04,655.9,3.65,True,True
2026-02-03T08:49:51.424394+00:00,2189.74,604.9,3.62,True,True
2026-02-03T08:49:51.434968+00:00,2189.74,604.9,3.62,True,True
2026-02-03T08:50:01.404648+00:00,2557.23,694.9,3.68,True,True
2026-02-03T08:50:01.414758+00:00,2557.23,694.9,3.68,True,True
2026-02-03T08:50:11.405169+00:00,1997.87,542.9,3.68,True,True
2026-02-03T08:50:11.416615+00:00,1997.87,542.9,3.68,True,True
2026-02-03T08:50:21.404412+00:00,2344.62,645.9,3.63,True,True
2026-02-03T08:50:21.414368+00:00,2344.62,645.9,3.63,True,True
2026-02-03T08:50:31.405607+00:00,2017.92,555.9,3.63,True,True
2026-02-03T08:50:31.415330+00:00,2017.92,555.9,3.63,True,True
2026-02-03T08:50:41.409280+00:00,2243.21,612.9,3.66,True,True
2026-02-03T08:50:41.418661+00:00,2243.21,612.9,3.66,True,True
2026-02-03T08:50:51.421514+00:00,2006.8,555.9,3.61,True,True
2026-02-03T08:50:51.432785+00:00,2006.8,555.9,3.61,True,True
2026-02-03T08:51:01.412093+00:00,2346.84,651.9,3.6,True,True
2026-02-03T08:51:01.423385+00:00,2346.84,651.9,3.6,True,True
2026-02-03T08:51:11.418036+00:00,2190.91,606.9,3.61,True,True
2026-02-03T08:51:11.430390+00:00,2190.91,606.9,3.61,True,True
2026-02-03T08:51:21.409761+00:00,1963.08,534.9,3.67,True,True
2026-02-03T08:51:21.420538+00:00,1963.08,534.9,3.67,True,True
2026-02-03T08:51:31.410580+00:00,2074.44,569.9,3.64,True,True
2026-02-03T08:51:31.421051+00:00,2074.44,569.9,3.64,True,True
2026-02-03T08:51:41.414514+00:00,2374.12,646.9,3.67,True,True
2026-02-03T08:51:41.425301+00:00,2374.12,646.9,3.67,True,True
2026-02-03T08:51:51.411407+00:00,2391.12,656.9,3.64,True,True
2026-02-03T08:51:51.462472+00:00,2391.12,656.9,3.64,True,True
2026-02-03T08:52:01.407126+00:00,2097.78,577.9,3.63,True,True
2026-02-03T08:52:01.418157+00:00,2097.78,577.9,3.63,True,True
2026-02-03T08:52:11.411434+00:00,2412.96,662.9,3.64,True,True
2026-02-03T08:52:11.424206+00:00,2412.96,662.9,3.64,True,True
2026-02-03T08:52:21.411974+00:00,1947.2,537.9,3.62,True,True
2026-02-03T08:52:21.422764+00:00,1947.2,537.9,3.62,True,True
2026-02-03T08:52:31.415829+00:00,2048.56,565.9,3.62,True,True
2026-02-03T08:52:31.427307+00:00,2048.56,565.9,3.62,True,True
2026-02-03T08:52:41.412174+00:00,2597.99,707.9,3.67,True,True
2026-02-03T08:52:41.423566+00:00,2597.99,707.9,3.67,True,True
2026-02-03T08:52:51.411686+00:00,2553.95,695.9,3.67,True,True
2026-02-03T08:52:51.424340+00:00,2553.95,695.9,3.67,True,True
2026-02-03T08:53:01.412657+00:00,2312.75,631.9,3.66,True,True
2026-02-03T08:53:01.422971+00:00,2312.75,631.9,3.66,True,True
2026-02-03T08:53:11.420594+00:00,2217.24,615.9,3.6,True,True
2026-02-03T08:53:11.432911+00:00,2217.24,615.9,3.6,True,True
2026-02-03T08:53:21.416434+00:00,2470.69,676.9,3.65,True,True
2026-02-03T08:53:21.427340+00:00,2470.69,676.9,3.65,True,True
2026-02-03T08:53:31.425597+00:00,2161.97,585.9,3.69,True,True
2026-02-03T08:53:31.476713+00:00,2161.97,585.9,3.69,True,True
2026-02-03T08:53:41.417076+00:00,2260.44,627.9,3.6,True,True
2026-02-03T08:53:41.428331+00:00,2260.44,627.9,3.6,True,True
2026-02-03T08:53:51.413218+00:00,2389.61,652.9,3.66,True,True
2026-02-03T08:53:51.424741+00:00,2389.61,652.9,3.66,True,True
2026-02-03T08:54:01.417576+00:00,2594.03,704.9,3.68,True,True
2026-02-03T08:54:01.428340+00:00,2594.03,704.9,3.68,True,True
2026-02-03T08:54:11.421639+00:00,2456.09,672.9,3.65,True,True
2026-02-03T08:54:11.434330+00:00,2456.09,672.9,3.65,True,True
2026-02-03T08:54:21.413994+00:00,2149.92,593.9,3.62,True,True
2026-02-03T08:54:21.425373+00:00,2149.92,593.9,3.62,True,True
2026-02-03T08:54:31.422216+00:00,2384.27,647.9,3.68,True,True
2026-02-03T08:54:31.432978+00:00,2384.27,647.9,3.68,True,True
2026-02-03T08:54:41.413825+00:00,2492.09,680.9,3.66,True,True
2026-02-03T08:54:41.424868+00:00,2492.09,680.9,3.66,True,True
2026-02-03T08:54:51.414403+00:00,2443.61,676.9,3.61,True,True
2026-02-03T08:54:51.425516+00:00,2443.61,676.9,3.61,True,True
2026-02-03T08:55:01.415048+00:00,2245.06,621.9,3.61,True,True
2026-02-03T08:55:01.425757+00:00,2245.06,621.9,3.61,True,True
2026-02-03T08:55:11.414559+00:00,2271.0,623.9,3.64,True,True
2026-02-03T08:55:11.427066+00:00,2271.0,623.9,3.64,True,True
2026-02-03T08:55:21.418941+00:00,2291.99,634.9,3.61,True,True
2026-02-03T08:55:21.429589+00:00,2291.99,634.9,3.61,True,True
2026-02-03T08:55:31.427306+00:00,2100.91,570.9,3.68,True,True
2026-02-03T08:55:31.437175+00:00,2100.91,570.9,3.68,True,True
2026-02-03T08:55:41.423668+00:00,2014.37,545.9,3.69,True,True
2026-02-03T08:55:41.433355+00:00,2014.37,545.9,3.69,True,True
2026-02-03T08:55:51.421433+00:00,2446.26,673.9,3.63,True,True
2026-02-03T08:55:51.432686+00:00,2446.26,673.9,3.63,True,True
2026-02-03T08:56:01.420099+00:00,2417.8,667.9,3.62,True,True
2026-02-03T08:56:01.430944+00:00,2417.8,667.9,3.62,True,True
2026-02-03T08:56:11.419915+00:00,2361.19,646.9,3.65,True,True
2026-02-03T08:56:11.432194+00:00,2361.19,646.9,3.65,True,True
2026-02-03T08:56:21.423909+00:00,2033.64,564.9,3.6,True,True
2026-02-03T08:56:21.434531+00:00,2033.64,564.9,3.6,True,True
2026-02-03T08:56:31.428601+00:00,2318.04,643.9,3.6,True,True
2026-02-03T08:56:31.439171+00:00,2318.04,643.9,3.6,True,True
2026-02-03T08:56:41.416707+00:00,2319.21,638.9,3.63,True,True
2026-02-03T08:56:41.427873+00:00,2319.21,638.9,3.63,True,True
2026-02-03T08:56:51.417260+00:00,2369.55,643.9,3.68,True,True
2026-02-03T08:56:51.428516+00:00,2369.55,643.9,3.68,True,True
2026-02-03T08:57:01.425091+00:00,2452.44,671.9,3.65,True,True
2026-02-03T08:57:01.436271+00:00,2452.44,671.9,3.65,True,True
2026-02-03T08:57:11.421312+00:00,2217.32,600.9,3.69,True,True
2026-02-03T08:57:11.433450+00:00,2217.32,600.9,3.69,True,True
2026-02-03T08:57:21.425869+00:00,2590.65,705.9,3.67,True,True
2026-02-03T08:57:21.435583+00:00,2590.65,705.9,3.67,True,True
2026-02-03T08:57:31.417475+00:00,2293.38,624.9,3.67,True,True
2026-02-03T08:57:31.427179+00:00,2293.38,624.9,3.67,True,True
2026-02-03T15:19:54.697320+00:00,1027.23,279.9,3.67,False,False
2026-02-03T15:20:04.689208+00:00,781.56,215.9,3.62,False,False
2026-02-03T15:20:14.790204+00:00,1036.52,280.9,3.69,False,False
2026-02-03T15:20:24.694114+00:00,582.84,161.9,3.6,False,False
2026-02-03T15:20:34.690453+00:00,1109.84,304.9,3.64,False,False
2026-02-03T15:20:44.690847+00:00,756.08,204.9,3.69,False,False
2026-02-03T15:20:54.694170+00:00,647.45,176.9,3.66,False,False
2026-02-03T15:21:04.698918+00:00,815.12,220.9,3.69,False,False
2026-02-03T15:21:14.695019+00:00,640.13,174.9,3.66,False,False
2026-02-03T15:21:24.691249+00:00,978.84,271.9,3.6,False,False
2026-02-03T15:21:34.695864+00:00,1133.18,313.9,3.61,False,False
2026-02-03T15:21:44.691726+00:00,638.21,173.9,3.67,False,False
2026-02-03T15:21:54.707599+00:00,764.04,209.9,3.64,False,False
2026-02-03T15:22:04.692408+00:00,649.22,176.9,3.67,False,False
2026-02-03T15:22:14.696307+00:00,985.14,269.9,3.65,False,False
2026-02-03T15:22:24.706066+00:00,920.56,252.9,3.64,False,False
2026-02-03T15:22:34.696259+00:00,822.72,227.9,3.61,False,False
2026-02-03T15:22:44.704717+00:00,689.34,189.9,3.63,False,False
2026-02-03T15:22:54.696160+00:00,1019.67,280.9,3.63,False,False
2026-02-03T15:23:04.696901+00:00,935.48,254.9,3.67,False,False
2026-02-03T15:23:14.701466+00:00,682.28,184.9,3.69,False,False
2026-02-03T15:23:24.701659+00:00,1122.84,311.9,3.6,False,False
2026-02-03T15:23:34.697470+00:00,726.29,197.9,3.67,False,False
2026-02-03T15:23:44.721485+00:00,636.27,172.9,3.68,False,False
2026-02-03T15:23:54.701740+00:00,923.09,252.9,3.65,False,False
2026-02-03T15:24:04.698160+00:00,899.99,243.9,3.69,False,False
2026-02-03T15:24:14.702742+00:00,1023.3,281.9,3.63,False,False
2026-02-03T15:24:24.706532+00:00,1053.76,291.9,3.61,False,False
2026-02-03T15:24:34.698880+00:00,813.24,225.9,3.6,False,False
2026-02-03T15:24:44.702354+00:00,706.01,192.9,3.66,False,False
2026-02-03T15:24:54.707038+00:00,757.71,205.9,3.68,False,False
2026-02-03T15:25:04.699209+00:00,963.51,266.9,3.61,False,False
2026-02-03T15:25:14.699709+00:00,1032.84,286.9,3.6,False,False
2026-02-03T15:25:24.699145+00:00,1073.44,294.9,3.64,False,False
2026-02-03T15:25:34.703986+00:00,1137.33,309.9,3.67,False,False
2026-02-03T15:25:44.701405+00:00,888.92,240.9,3.69,False,False
2026-02-03T15:25:54.720512+00:00,927.41,256.9,3.61,False,False
2026-02-03T15:26:04.700270+00:00,1071.81,296.9,3.61,False,False
2026-02-03T15:26:14.708898+00:00,1029.76,282.9,3.64,False,False
2026-02-03T15:26:24.705158+00:00,768.75,208.9,3.68,False,False
2026-02-03T15:26:34.705247+00:00,1029.14,278.9,3.69,False,False
2026-02-03T15:27:24.706044+00:00,683.82,188.9,3.62,False,False
2026-02-03T15:27:34.705838+00:00,811.36,222.9,3.64,False,False
2026-02-03T15:27:44.709494+00:00,607.19,165.9,3.66,False,False
2026-02-03T15:27:54.714105+00:00,813.24,225.9,3.6,False,False
2026-02-03T15:28:04.709948+00:00,707.73,193.9,3.65,False,False
2026-02-03T15:28:14.710689+00:00,852.02,230.9,3.69,False,False
2026-02-03T15:28:24.710276+00:00,803.28,221.9,3.62,False,False
2026-02-03T15:28:34.712106+00:00,612.84,167.9,3.65,False,False
2026-02-03T15:28:44.719601+00:00,789.29,213.9,3.69,False,False
2026-02-03T15:28:54.719865+00:00,949.68,260.9,3.64,False,False
2026-02-03T15:29:04.712194+00:00,714.75,196.9,3.63,False,False
2026-02-03T15:29:14.724248+00:00,772.83,212.9,3.63,False,False
2026-02-03T15:29:24.720932+00:00,797.45,220.9,3.61,False,False
2026-02-03T15:29:34.716490+00:00,698.3,192.9,3.62,False,False
2026-02-03T15:29:44.720751+00:00,802.64,219.9,3.65,False,False
2026-02-03T15:29:54.725659+00:00,763.46,206.9,3.69,False,False
2026-02-03T15:30:04.745342+00:00,1018.44,282.9,3.6,False,False
2026-02-03T15:30:14.717354+00:00,1059.47,287.9,3.68,False,False
2026-02-03T15:30:24.713993+00:00,928.44,257.9,3.6,False,False
2026-02-03T15:30:34.724921+00:00,780.84,216.9,3.6,False,False
2026-02-03T15:30:44.714210+00:00,614.51,167.9,3.66,False,False
2026-02-03T15:30:54.722523+00:00,672.84,186.9,3.6,False,False
2026-02-03T15:31:04.718550+00:00,977.95,270.9,3.61,False,False
2026-02-03T15:31:14.722818+00:00,915.95,248.9,3.68,False,False
2026-02-03T15:31:24.714268+00:00,1058.88,290.9,3.64,False,False
